London_Borough,ID,Month,Average_price
Barnet,E09000003,1996-07-01,92444.08611
Bexley,E09000004,1996-07-01,65150.6446
Brent,E09000005,1996-07-01,75551.18229
Bromley,E09000006,1996-07-01,84088.81418
Camden,E09000007,1996-07-01,147974.3469
Croydon,E09000008,1996-07-01,69400.43237
Ealing,E09000009,1996-07-01,84005.37856
Enfield,E09000010,1996-07-01,74456.07162
Greenwich,E09000011,1996-07-01,65526.49861
Hackney,E09000012,1996-07-01,70784.93589
Hammersmith & Fulham,E09000013,1996-07-01,131196.0086
Haringey,E09000014,1996-07-01,84659.05793
Harrow,E09000015,1996-07-01,86061.03349
Havering,E09000016,1996-07-01,69236.16276
Hillingdon,E09000017,1996-07-01,75308.81623
Hounslow,E09000018,1996-07-01,75036.69207
Islington,E09000019,1996-07-01,100537.8473
Kensington & Chelsea,E09000020,1996-07-01,207443.2875
Kingston upon Thames,E09000021,1996-07-01,87524.89278
Lambeth,E09000022,1996-07-01,73808.53164
Lewisham,E09000023,1996-07-01,60186.67898
Merton,E09000024,1996-07-01,82609.13618
Newham,E09000025,1996-07-01,54977.35475
Redbridge,E09000026,1996-07-01,75513.91485
Richmond upon Thames,E09000027,1996-07-01,119030.3207
Southwark,E09000028,1996-07-01,70234.89257
Sutton,E09000029,1996-07-01,72810.40208
Tower Hamlets,E09000030,1996-07-01,69424.36092
Waltham Forest,E09000031,1996-07-01,62046.54581
Wandsworth,E09000032,1996-07-01,93214.73083
Westminster,E09000033,1996-07-01,139436.2849
Barking & Dagenham,E09000002,1996-08-01,51104.69052
Barnet,E09000003,1996-08-01,95515.95779
Bexley,E09000004,1996-08-01,65960.19797
Brent,E09000005,1996-08-01,76913.7402
Bromley,E09000006,1996-08-01,84400.03483
Camden,E09000007,1996-08-01,142462.0703
Croydon,E09000008,1996-08-01,70479.67191
Ealing,E09000009,1996-08-01,84824.40871
Enfield,E09000010,1996-08-01,75285.77528
Greenwich,E09000011,1996-08-01,65992.51913
Hackney,E09000012,1996-08-01,71789.16717
Hammersmith & Fulham,E09000013,1996-08-01,133758.175
Haringey,E09000014,1996-08-01,84154.1376
Harrow,E09000015,1996-08-01,85976.69565
Havering,E09000016,1996-08-01,69853.5195
Hillingdon,E09000017,1996-08-01,76169.59137
Hounslow,E09000018,1996-08-01,73860.85514
Islington,E09000019,1996-08-01,100571.9899
Kensington & Chelsea,E09000020,1996-08-01,209217.9359
Kingston upon Thames,E09000021,1996-08-01,88157.9415
Lambeth,E09000022,1996-08-01,72820.0375
Lewisham,E09000023,1996-08-01,59695.10434
Merton,E09000024,1996-08-01,82862.21295
Newham,E09000025,1996-08-01,55883.88446
Redbridge,E09000026,1996-08-01,77111.07023
Richmond upon Thames,E09000027,1996-08-01,117525.3044
Southwark,E09000028,1996-08-01,70407.54139
Sutton,E09000029,1996-08-01,72523.91397
Tower Hamlets,E09000030,1996-08-01,69860.25921
Waltham Forest,E09000031,1996-08-01,62662.12489
Wandsworth,E09000032,1996-08-01,95215.68994
Westminster,E09000033,1996-08-01,144182.117
Barking & Dagenham,E09000002,1996-09-01,51892.72348
Barnet,E09000003,1996-09-01,97489.86119
Bexley,E09000004,1996-09-01,66500.64639
Brent,E09000005,1996-09-01,78667.10643
Bromley,E09000006,1996-09-01,84675.93463
Camden,E09000007,1996-09-01,136551.9635
Croydon,E09000008,1996-09-01,70696.54123
Ealing,E09000009,1996-09-01,85674.20765
Enfield,E09000010,1996-09-01,75748.77992
Greenwich,E09000011,1996-09-01,66181.32483
Hackney,E09000012,1996-09-01,71817.39646
Hammersmith & Fulham,E09000013,1996-09-01,133457.531
Haringey,E09000014,1996-09-01,83729.81677
Harrow,E09000015,1996-09-01,87202.93762
Havering,E09000016,1996-09-01,70791.57926
Hillingdon,E09000017,1996-09-01,76585.85868
Hounslow,E09000018,1996-09-01,74747.13788
Islington,E09000019,1996-09-01,99715.22275
Kensington & Chelsea,E09000020,1996-09-01,220387.6829
Kingston upon Thames,E09000021,1996-09-01,88161.56851
Lambeth,E09000022,1996-09-01,72935.2652
Lewisham,E09000023,1996-09-01,60732.64866
Merton,E09000024,1996-09-01,84807.65047
Newham,E09000025,1996-09-01,57311.64104
Redbridge,E09000026,1996-09-01,77309.76851
Richmond upon Thames,E09000027,1996-09-01,118812.7827
Southwark,E09000028,1996-09-01,70906.17687
Sutton,E09000029,1996-09-01,72292.71824
Tower Hamlets,E09000030,1996-09-01,72295.63471
Waltham Forest,E09000031,1996-09-01,62669.00474
Wandsworth,E09000032,1996-09-01,94932.19811
Westminster,E09000033,1996-09-01,142222.7681
Barking & Dagenham,E09000002,1996-10-01,52533.15395
Barnet,E09000003,1996-10-01,97844.45732
Bexley,E09000004,1996-10-01,66659.34408
Brent,E09000005,1996-10-01,77990.86703
Bromley,E09000006,1996-10-01,85513.19393
Camden,E09000007,1996-10-01,133849.8141
Croydon,E09000008,1996-10-01,71406.06065
Ealing,E09000009,1996-10-01,85595.16688
Enfield,E09000010,1996-10-01,75933.60471
Greenwich,E09000011,1996-10-01,67116.22167
Hackney,E09000012,1996-10-01,71158.3135
Hammersmith & Fulham,E09000013,1996-10-01,133291.5458
Haringey,E09000014,1996-10-01,85168.58277
Harrow,E09000015,1996-10-01,87899.43106
Havering,E09000016,1996-10-01,71004.33084
Hillingdon,E09000017,1996-10-01,77179.90201
Hounslow,E09000018,1996-10-01,73999.21897
Islington,E09000019,1996-10-01,100372.2844
Kensington & Chelsea,E09000020,1996-10-01,217285.7007
Kingston upon Thames,E09000021,1996-10-01,89015.4087
Lambeth,E09000022,1996-10-01,72306.72265
Lewisham,E09000023,1996-10-01,60855.31474
Merton,E09000024,1996-10-01,87510.35065
Newham,E09000025,1996-10-01,57467.47905
Redbridge,E09000026,1996-10-01,76938.5566
Richmond upon Thames,E09000027,1996-10-01,120263.8016
Southwark,E09000028,1996-10-01,70748.01475
Sutton,E09000029,1996-10-01,72617.38218
Tower Hamlets,E09000030,1996-10-01,73388.00095
Waltham Forest,E09000031,1996-10-01,62781.00866
Wandsworth,E09000032,1996-10-01,94304.7602
Westminster,E09000033,1996-10-01,144136.5247
Barking & Dagenham,E09000002,1996-11-01,52216.03501
Barnet,E09000003,1996-11-01,97155.03363
Bexley,E09000004,1996-11-01,66353.75731
Brent,E09000005,1996-11-01,77914.21008
Bromley,E09000006,1996-11-01,85780.9011
Camden,E09000007,1996-11-01,134128.2872
Croydon,E09000008,1996-11-01,71397.85758
Ealing,E09000009,1996-11-01,86230.20914
Enfield,E09000010,1996-11-01,75976.54678
Greenwich,E09000011,1996-11-01,66593.04598
Hackney,E09000012,1996-11-01,71090.30711
Hammersmith & Fulham,E09000013,1996-11-01,133748.0657
Haringey,E09000014,1996-11-01,87006.16423
Harrow,E09000015,1996-11-01,88481.07033
Havering,E09000016,1996-11-01,70650.74929
Hillingdon,E09000017,1996-11-01,78116.21706
Hounslow,E09000018,1996-11-01,75191.01495
Islington,E09000019,1996-11-01,100404.4021
Kensington & Chelsea,E09000020,1996-11-01,223196.6723
Kingston upon Thames,E09000021,1996-11-01,89552.01675
Lambeth,E09000022,1996-11-01,73356.05471
Lewisham,E09000023,1996-11-01,61186.60115
Merton,E09000024,1996-11-01,89153.55339
Newham,E09000025,1996-11-01,57501.08422
Redbridge,E09000026,1996-11-01,76479.3222
Richmond upon Thames,E09000027,1996-11-01,121754.2219
Southwark,E09000028,1996-11-01,73855.99726
Sutton,E09000029,1996-11-01,73947.02684
Tower Hamlets,E09000030,1996-11-01,74419.47098
Waltham Forest,E09000031,1996-11-01,62947.52843
Wandsworth,E09000032,1996-11-01,92964.3123
Westminster,E09000033,1996-11-01,143427.3084
Barking & Dagenham,E09000002,1996-12-01,53853.51494
Barnet,E09000003,1996-12-01,97174.30405
Bexley,E09000004,1996-12-01,66486.43605
Brent,E09000005,1996-12-01,78261.57998
Bromley,E09000006,1996-12-01,86049.25961
Camden,E09000007,1996-12-01,134749.1828
Croydon,E09000008,1996-12-01,72097.39337
Ealing,E09000009,1996-12-01,86863.01741
Enfield,E09000010,1996-12-01,76878.71444
Greenwich,E09000011,1996-12-01,66608.87666
Hackney,E09000012,1996-12-01,70137.58277
Hammersmith & Fulham,E09000013,1996-12-01,136939.9198
Haringey,E09000014,1996-12-01,89258.49955
Harrow,E09000015,1996-12-01,89979.82154
Havering,E09000016,1996-12-01,70669.57624
Hillingdon,E09000017,1996-12-01,79137.69415
Hounslow,E09000018,1996-12-01,76746.27799
Islington,E09000019,1996-12-01,102669.2648
Kensington & Chelsea,E09000020,1996-12-01,213709.1269
Kingston upon Thames,E09000021,1996-12-01,90008.73099
Lambeth,E09000022,1996-12-01,74736.54857
Lewisham,E09000023,1996-12-01,61411.3757
Merton,E09000024,1996-12-01,88982.89727
Newham,E09000025,1996-12-01,57576.11585
Redbridge,E09000026,1996-12-01,76719.49065
Richmond upon Thames,E09000027,1996-12-01,121988.6045
Southwark,E09000028,1996-12-01,73837.84795
Sutton,E09000029,1996-12-01,74370.59186
Tower Hamlets,E09000030,1996-12-01,73724.56661
Waltham Forest,E09000031,1996-12-01,63710.50127
Wandsworth,E09000032,1996-12-01,93929.69127
Westminster,E09000033,1996-12-01,147407.0456
Barking & Dagenham,E09000002,1997-01-01,54459.03334
Barnet,E09000003,1997-01-01,98558.78015
Bexley,E09000004,1997-01-01,67350.5639
Brent,E09000005,1997-01-01,79663.96056
Bromley,E09000006,1997-01-01,86846.01416
Camden,E09000007,1997-01-01,135956.305
Croydon,E09000008,1997-01-01,72165.21818
Ealing,E09000009,1997-01-01,88091.72778
Enfield,E09000010,1997-01-01,77692.81047
Greenwich,E09000011,1997-01-01,68146.84926
Hackney,E09000012,1997-01-01,69886.28088
Hammersmith & Fulham,E09000013,1997-01-01,138214.074
Haringey,E09000014,1997-01-01,90471.17203
Harrow,E09000015,1997-01-01,90164.45318
Havering,E09000016,1997-01-01,71622.27285
Hillingdon,E09000017,1997-01-01,80553.81709
Hounslow,E09000018,1997-01-01,78299.6068
Islington,E09000019,1997-01-01,106085.4534
Kensington & Chelsea,E09000020,1997-01-01,225230.5126
Kingston upon Thames,E09000021,1997-01-01,91652.06923
Lambeth,E09000022,1997-01-01,78248.38246
Lewisham,E09000023,1997-01-01,61488.22197
Merton,E09000024,1997-01-01,89454.52289
Newham,E09000025,1997-01-01,58373.65014
Redbridge,E09000026,1997-01-01,78162.76204
Richmond upon Thames,E09000027,1997-01-01,122724.672
Southwark,E09000028,1997-01-01,73821.8393
Sutton,E09000029,1997-01-01,75080.01504
Tower Hamlets,E09000030,1997-01-01,74438.93564
Waltham Forest,E09000031,1997-01-01,64070.415
Wandsworth,E09000032,1997-01-01,95748.3628
Westminster,E09000033,1997-01-01,150842.1118
Barking & Dagenham,E09000002,1997-02-01,55451.49402
Barnet,E09000003,1997-02-01,100075.9014
Bexley,E09000004,1997-02-01,67981.17513
Brent,E09000005,1997-02-01,81213.21719
Bromley,E09000006,1997-02-01,88200.87039
Camden,E09000007,1997-02-01,141531.3329
Croydon,E09000008,1997-02-01,72207.30315
Ealing,E09000009,1997-02-01,89942.45673
Enfield,E09000010,1997-02-01,78080.72181
Greenwich,E09000011,1997-02-01,67836.16562
Hackney,E09000012,1997-02-01,70505.5123
Hammersmith & Fulham,E09000013,1997-02-01,137048.5675
Haringey,E09000014,1997-02-01,90605.59637
Harrow,E09000015,1997-02-01,91896.67919
Havering,E09000016,1997-02-01,73210.72638
Hillingdon,E09000017,1997-02-01,81021.25847
Hounslow,E09000018,1997-02-01,77534.9236
Islington,E09000019,1997-02-01,108099.7272
Kensington & Chelsea,E09000020,1997-02-01,230873.4392
Kingston upon Thames,E09000021,1997-02-01,92613.02844
Lambeth,E09000022,1997-02-01,79063.79157
Lewisham,E09000023,1997-02-01,62431.81122
Merton,E09000024,1997-02-01,90557.28121
Newham,E09000025,1997-02-01,58607.59745
Redbridge,E09000026,1997-02-01,79163.92555
Richmond upon Thames,E09000027,1997-02-01,124771.0563
Southwark,E09000028,1997-02-01,71982.0262
Sutton,E09000029,1997-02-01,74760.03786
Tower Hamlets,E09000030,1997-02-01,80440.91184
Waltham Forest,E09000031,1997-02-01,64742.94445
Wandsworth,E09000032,1997-02-01,98998.83134
Westminster,E09000033,1997-02-01,153230.9007
Barking & Dagenham,E09000002,1997-03-01,55004.76789
Barnet,E09000003,1997-03-01,101129.8775
Bexley,E09000004,1997-03-01,67823.81417
Brent,E09000005,1997-03-01,82321.88962
Bromley,E09000006,1997-03-01,89764.82321
Camden,E09000007,1997-03-01,143444.3378
Croydon,E09000008,1997-03-01,72229.55884
Ealing,E09000009,1997-03-01,91027.37975
Enfield,E09000010,1997-03-01,78402.23689
Greenwich,E09000011,1997-03-01,69325.6866
Hackney,E09000012,1997-03-01,72209.75027
Hammersmith & Fulham,E09000013,1997-03-01,136632.8635
Haringey,E09000014,1997-03-01,91015.96226
Harrow,E09000015,1997-03-01,92394.16997
Havering,E09000016,1997-03-01,73757.41701
Hillingdon,E09000017,1997-03-01,81682.8008
Hounslow,E09000018,1997-03-01,77908.11126
Islington,E09000019,1997-03-01,111170.4498
Kensington & Chelsea,E09000020,1997-03-01,237079.33
Kingston upon Thames,E09000021,1997-03-01,93820.27656
Lambeth,E09000022,1997-03-01,79199.36351
Lewisham,E09000023,1997-03-01,63214.02592
Merton,E09000024,1997-03-01,91744.1526
Newham,E09000025,1997-03-01,58996.43113
Redbridge,E09000026,1997-03-01,79278.23247
Richmond upon Thames,E09000027,1997-03-01,127129.5913
Southwark,E09000028,1997-03-01,73292.4844
Sutton,E09000029,1997-03-01,76246.59417
Tower Hamlets,E09000030,1997-03-01,82804.20458
Waltham Forest,E09000031,1997-03-01,65097.48885
Wandsworth,E09000032,1997-03-01,101248.381
Westminster,E09000033,1997-03-01,158272.8337
Barking & Dagenham,E09000002,1997-04-01,55279.86088
Barnet,E09000003,1997-04-01,101200.7949
Bexley,E09000004,1997-04-01,68470.50929
Brent,E09000005,1997-04-01,82770.99914
Bromley,E09000006,1997-04-01,90000.43422
Camden,E09000007,1997-04-01,143591.5462
Croydon,E09000008,1997-04-01,73527.90356
Ealing,E09000009,1997-04-01,91990.80742
Enfield,E09000010,1997-04-01,79603.50479
Greenwich,E09000011,1997-04-01,69273.80485
Hackney,E09000012,1997-04-01,76011.08555
Hammersmith & Fulham,E09000013,1997-04-01,139931.8886
Haringey,E09000014,1997-04-01,90862.02722
Harrow,E09000015,1997-04-01,94334.32375
Havering,E09000016,1997-04-01,74404.64419
Hillingdon,E09000017,1997-04-01,81307.99958
Hounslow,E09000018,1997-04-01,81008.1963
Islington,E09000019,1997-04-01,112635.1099
Kensington & Chelsea,E09000020,1997-04-01,238468.1384
Kingston upon Thames,E09000021,1997-04-01,94919.41432
Lambeth,E09000022,1997-04-01,77778.47916
Lewisham,E09000023,1997-04-01,63626.70963
Merton,E09000024,1997-04-01,93017.10467
Newham,E09000025,1997-04-01,59361.94521
Redbridge,E09000026,1997-04-01,79358.60583
Richmond upon Thames,E09000027,1997-04-01,128897.1142
Southwark,E09000028,1997-04-01,75551.36351
Sutton,E09000029,1997-04-01,76417.26384
Tower Hamlets,E09000030,1997-04-01,87751.34404
Waltham Forest,E09000031,1997-04-01,65569.18369
Wandsworth,E09000032,1997-04-01,103282.7881
Westminster,E09000033,1997-04-01,161636.5158
Barking & Dagenham,E09000002,1997-05-01,54936.9351
Barnet,E09000003,1997-05-01,103286.5603
Bexley,E09000004,1997-05-01,69353.47883
Brent,E09000005,1997-05-01,82729.65023
Bromley,E09000006,1997-05-01,91229.56812
Camden,E09000007,1997-05-01,148617.0414
Croydon,E09000008,1997-05-01,74829.547
Ealing,E09000009,1997-05-01,93697.20059
Enfield,E09000010,1997-05-01,81700.68624
Greenwich,E09000011,1997-05-01,71221.26647
Hackney,E09000012,1997-05-01,79503.11816
Hammersmith & Fulham,E09000013,1997-05-01,146513.9726
Haringey,E09000014,1997-05-01,92975.96753
Harrow,E09000015,1997-05-01,95984.42384
Havering,E09000016,1997-05-01,74400.21785
Hillingdon,E09000017,1997-05-01,82644.70115
Hounslow,E09000018,1997-05-01,84064.16017
Islington,E09000019,1997-05-01,114851.3453
Kensington & Chelsea,E09000020,1997-05-01,236535.0296
Kingston upon Thames,E09000021,1997-05-01,97263.02468
Lambeth,E09000022,1997-05-01,81000.31758
Lewisham,E09000023,1997-05-01,64256.55872
Merton,E09000024,1997-05-01,93983.83401
Newham,E09000025,1997-05-01,59410.79608
Redbridge,E09000026,1997-05-01,80729.60677
Richmond upon Thames,E09000027,1997-05-01,130648.4521
Southwark,E09000028,1997-05-01,78891.67852
Sutton,E09000029,1997-05-01,78807.26003
Tower Hamlets,E09000030,1997-05-01,85915.848
Waltham Forest,E09000031,1997-05-01,66495.93598
Wandsworth,E09000032,1997-05-01,106244.3684
Westminster,E09000033,1997-05-01,166046.2486
Barking & Dagenham,E09000002,1997-06-01,55286.72367
Barnet,E09000003,1997-06-01,104609.4868
Bexley,E09000004,1997-06-01,70764.08885
Brent,E09000005,1997-06-01,83876.3417
Bromley,E09000006,1997-06-01,92199.34293
Camden,E09000007,1997-06-01,148335.7944
Croydon,E09000008,1997-06-01,76819.0714
Ealing,E09000009,1997-06-01,95818.78571
Enfield,E09000010,1997-06-01,83858.80646
Greenwich,E09000011,1997-06-01,70853.77562
Hackney,E09000012,1997-06-01,80359.21735
Hammersmith & Fulham,E09000013,1997-06-01,151782.3441
Haringey,E09000014,1997-06-01,93538.78808
Harrow,E09000015,1997-06-01,97209.60762
Havering,E09000016,1997-06-01,74568.38337
Hillingdon,E09000017,1997-06-01,84253.66592
Hounslow,E09000018,1997-06-01,84383.39687
Islington,E09000019,1997-06-01,116420.93
Kensington & Chelsea,E09000020,1997-06-01,247302.9243
Kingston upon Thames,E09000021,1997-06-01,97628.35529
Lambeth,E09000022,1997-06-01,85372.24139
Lewisham,E09000023,1997-06-01,64964.10944
Merton,E09000024,1997-06-01,95283.22323
Newham,E09000025,1997-06-01,60191.55424
Redbridge,E09000026,1997-06-01,82488.91405
Richmond upon Thames,E09000027,1997-06-01,134408.9819
Southwark,E09000028,1997-06-01,81802.20867
Sutton,E09000029,1997-06-01,80212.77699
Tower Hamlets,E09000030,1997-06-01,88145.90013
Waltham Forest,E09000031,1997-06-01,67370.8607
Wandsworth,E09000032,1997-06-01,109284.7887
Westminster,E09000033,1997-06-01,164894.0678
Barking & Dagenham,E09000002,1997-07-01,55658.87201
Barnet,E09000003,1997-07-01,107234.5467
Bexley,E09000004,1997-07-01,71129.78026
Brent,E09000005,1997-07-01,87636.90775
Bromley,E09000006,1997-07-01,94716.82773
Camden,E09000007,1997-07-01,148941.2504
Croydon,E09000008,1997-07-01,78689.69449
Ealing,E09000009,1997-07-01,99751.94013
Enfield,E09000010,1997-07-01,85030.06071
Greenwich,E09000011,1997-07-01,72558.49877
Hackney,E09000012,1997-07-01,80580.05732
Hammersmith & Fulham,E09000013,1997-07-01,153057.0243
Haringey,E09000014,1997-07-01,96822.43749
Harrow,E09000015,1997-07-01,100146.5168
Havering,E09000016,1997-07-01,75664.50382
Hillingdon,E09000017,1997-07-01,86570.80152
Hounslow,E09000018,1997-07-01,85576.55952
Islington,E09000019,1997-07-01,117486.3282
Kensington & Chelsea,E09000020,1997-07-01,254978.1498
Kingston upon Thames,E09000021,1997-07-01,100235.157
Lambeth,E09000022,1997-07-01,91999.4251
Lewisham,E09000023,1997-07-01,66950.36612
Merton,E09000024,1997-07-01,97283.27185
Newham,E09000025,1997-07-01,60571.21405
Redbridge,E09000026,1997-07-01,83540.0995
Richmond upon Thames,E09000027,1997-07-01,137950.8798
Southwark,E09000028,1997-07-01,81759.33454
Sutton,E09000029,1997-07-01,82549.17343
Tower Hamlets,E09000030,1997-07-01,87751.30025
Waltham Forest,E09000031,1997-07-01,69362.81013
Wandsworth,E09000032,1997-07-01,113113.6055
Westminster,E09000033,1997-07-01,165480.7739
Barking & Dagenham,E09000002,1997-08-01,56506.703
Barnet,E09000003,1997-08-01,108730.391
Bexley,E09000004,1997-08-01,72140.73159
Brent,E09000005,1997-08-01,90164.00975
Bromley,E09000006,1997-08-01,96754.45712
Camden,E09000007,1997-08-01,145623.1106
Croydon,E09000008,1997-08-01,80606.28193
Ealing,E09000009,1997-08-01,102077.9271
Enfield,E09000010,1997-08-01,86408.53516
Greenwich,E09000011,1997-08-01,73572.00324
Hackney,E09000012,1997-08-01,80279.49014
Hammersmith & Fulham,E09000013,1997-08-01,158848.2227
Haringey,E09000014,1997-08-01,95977.55391
Harrow,E09000015,1997-08-01,102722.1714
Havering,E09000016,1997-08-01,76927.23437
Hillingdon,E09000017,1997-08-01,88004.97706
Hounslow,E09000018,1997-08-01,86594.31905
Islington,E09000019,1997-08-01,118041.4591
Kensington & Chelsea,E09000020,1997-08-01,257691.2946
Kingston upon Thames,E09000021,1997-08-01,101607.3894
Lambeth,E09000022,1997-08-01,91971.93563
Lewisham,E09000023,1997-08-01,68312.67708
Merton,E09000024,1997-08-01,98365.11961
Newham,E09000025,1997-08-01,62037.99664
Redbridge,E09000026,1997-08-01,84854.95841
Richmond upon Thames,E09000027,1997-08-01,140246.3129
Southwark,E09000028,1997-08-01,83842.47999
Sutton,E09000029,1997-08-01,83354.21329
Tower Hamlets,E09000030,1997-08-01,87896.9027
Waltham Forest,E09000031,1997-08-01,70329.95983
Wandsworth,E09000032,1997-08-01,112449.2006
Westminster,E09000033,1997-08-01,168253.9965
Barking & Dagenham,E09000002,1997-09-01,56306.31587
Barnet,E09000003,1997-09-01,112379.6415
Bexley,E09000004,1997-09-01,72830.32449
Brent,E09000005,1997-09-01,91472.63674
Bromley,E09000006,1997-09-01,98919.99794
Camden,E09000007,1997-09-01,151747.9797
Croydon,E09000008,1997-09-01,81653.11032
